"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2009-6-5","80.67","79.43","80.82","79.16","","1.51%"
"2009-6-8","80.83","80.80","81.47","80.52","","0.20%"
"2009-6-9","79.84","80.72","81.06","79.65","","-1.22%"
"2009-6-10","80.27","79.91","80.64","79.44","","0.54%"
"2009-6-11","79.56","80.20","80.40","79.19","","-0.88%"
"2009-6-12","80.13","79.42","80.52","79.41","","0.72%"
"2009-6-15","81.16","80.27","81.37","80.19","","1.29%"
"2009-6-16","80.74","81.18","81.34","80.33","","-0.52%"
"2009-6-17","80.26","80.84","80.95","80.06","","-0.59%"
"2009-6-18","80.57","80.17","80.78","80.07","","0.39%"
"2009-6-19","80.33","80.58","80.74","79.97","","-0.30%"
"2009-6-22","80.84","80.27","80.93","80.27","","0.63%"
"2009-6-23","79.85","80.87","80.94","79.70","","-1.22%"
"2009-6-24","80.54","79.90","80.75","79.56","","0.86%"
"2009-6-25","80.37","80.48","80.91","80.25","","-0.21%"
"2009-6-26","79.90","80.27","80.27","79.61","","-0.58%"
"2009-6-29","79.91","79.87","80.29","79.76","","0.01%"
"2009-6-30","80.16","79.75","80.33","79.43","","0.31%"
"2009-7-1","79.67","80.12","80.40","79.35","","-0.61%"
"2009-7-2","80.15","79.66","80.61","79.60","","0.60%"
"2009-7-3","80.45","80.50","80.50","80.16","","0.37%"
"2009-7-6","80.38","80.52","80.89","80.27","","-0.09%"
"2009-7-7","80.70","80.30","80.73","80.08","","0.40%"
"2009-7-8","80.63","80.82","80.89","80.52","","-0.09%"
"2009-7-9","79.86","80.70","80.72","79.69","","-0.95%"
"2009-7-10","80.23","79.98","80.52","79.97","","0.46%"
"2009-7-13","80.13","80.24","80.50","80.00","","-0.12%"
"2009-7-14","80.18","80.00","80.30","79.88","","0.06%"
"2009-7-15","79.32","80.02","80.04","79.29","","-1.07%"
"2009-7-16","79.22","79.46","79.63","79.13","","-0.13%"
"2009-7-17","79.35","79.30","79.66","79.28","","0.16%"
"2009-7-20","78.91","79.35","79.39","78.80","","-0.55%"
"2009-7-21","78.93","78.90","79.08","78.59","","0.03%"
"2009-7-22","78.71","78.89","79.07","78.56","","-0.28%"
"2009-7-23","78.80","78.81","79.16","78.42","","0.11%"
"2009-7-24","78.75","78.97","79.09","78.60","","-0.06%"
"2009-7-27","78.63","78.73","78.98","78.40","","-0.15%"
"2009-7-28","78.85","78.62","79.07","78.31","","0.28%"
"2009-7-29","79.63","78.99","79.66","78.76","","0.99%"
"2009-7-30","79.28","79.60","79.61","79.17","","-0.44%"
"2009-7-31","78.35","79.24","79.26","78.22","","-1.17%"
"2009-8-3","77.64","78.25","78.49","77.45","","-0.91%"
"2009-8-4","77.77","77.58","77.81","77.47","","0.17%"
"2009-8-5","77.52","77.62","77.85","77.43","","-0.32%"
"2009-8-6","78.06","77.59","78.14","77.51","","0.70%"
"2009-8-7","78.97","77.97","79.07","77.81","","1.17%"
"2009-8-10","79.26","78.98","79.39","78.73","","0.37%"
"2009-8-11","79.18","79.24","79.36","79.01","","-0.10%"
"2009-8-12","78.79","79.16","79.39","78.62","","-0.49%"
"2009-8-13","78.49","78.80","78.82","78.23","","-0.38%"
"2009-8-14","78.89","78.41","78.92","78.23","","0.51%"
"2009-8-17","79.29","78.90","79.51","78.87","","0.51%"
"2009-8-18","78.94","79.28","79.35","78.89","","-0.44%"
"2009-8-19","78.47","78.92","79.22","78.34","","-0.60%"
"2009-8-20","78.38","78.45","78.67","78.30","","-0.11%"
"2009-8-21","78.04","78.36","78.58","77.75","","-0.43%"
"2009-8-24","78.27","78.00","78.34","77.95","","0.29%"
"2009-8-25","78.24","78.25","78.42","77.93","","-0.04%"
"2009-8-26","78.66","78.31","78.83","78.11","","0.54%"
"2009-8-27","78.01","78.67","78.73","77.85","","-0.83%"
"2009-8-28","78.37","78.03","78.39","77.87","","0.46%"
"2009-8-31","78.17","78.27","78.59","78.00","","-0.26%"
"2009-9-1","78.76","78.11","78.94","77.94","","0.75%"
"2009-9-2","78.38","78.78","78.84","78.27","","-0.48%"
"2009-9-3","78.47","78.37","78.54","78.00","","0.11%"
"2009-9-4","78.14","78.43","78.70","78.02","","-0.42%"
"2009-9-7","78.02","78.13","78.12","77.86","","-0.15%"
"2009-9-8","77.32","78.00","78.02","77.05","","-0.90%"
"2009-9-9","77.09","77.23","77.45","76.80","","-0.30%"
"2009-9-10","76.82","77.04","77.24","76.70","","-0.35%"
"2009-9-11","76.61","76.81","76.85","76.46","","-0.27%"
"2009-9-14","76.69","76.58","77.08","76.52","","0.10%"
"2009-9-15","76.54","76.59","77.06","76.41","","-0.20%"
"2009-9-16","76.24","76.47","76.57","76.15","","-0.39%"
"2009-9-17","76.19","76.26","76.41","76.01","","-0.07%"
"2009-9-18","76.42","76.27","76.72","76.25","","0.30%"
"2009-9-21","76.78","76.58","77.11","76.45","","0.47%"
"2009-9-22","76.12","76.73","76.73","76.00","","-0.86%"
"2009-9-23","76.05","75.98","76.58","75.83","","-0.09%"
"2009-9-24","76.90","76.40","77.05","76.09","","1.12%"
"2009-9-25","76.81","77.03","77.07","76.49","","-0.12%"
"2009-9-28","77.05","76.63","77.25","76.56","","0.31%"
"2009-9-29","77.12","76.93","77.33","76.80","","0.09%"
"2009-9-30","76.65","77.02","77.07","76.49","","-0.61%"
"2009-10-1","77.19","76.65","77.27","76.59","","0.70%"
"2009-10-2","77.00","77.23","77.47","76.68","","-0.25%"
"2009-10-5","76.64","76.94","76.99","76.61","","-0.47%"
"2009-10-6","76.33","76.66","76.68","76.10","","-0.40%"
"2009-10-7","76.49","76.24","76.63","76.12","","0.21%"
"2009-10-8","75.97","76.30","76.33","75.77","","-0.68%"
"2009-10-9","76.43","75.99","76.56","75.97","","0.61%"
"2009-10-12","76.13","76.35","76.67","76.02","","-0.39%"
"2009-10-13","75.98","76.07","76.29","75.74","","-0.20%"
"2009-10-14","75.55","75.86","75.88","75.34","","-0.57%"
"2009-10-15","75.48","75.40","75.77","75.21","","-0.09%"
"2009-10-16","75.60","75.39","75.90","75.30","","0.16%"
"2009-10-19","75.51","75.67","75.91","75.18","","-0.12%"
"2009-10-20","75.56","75.27","75.76","75.10","","0.07%"
"2009-10-21","74.97","75.55","75.72","74.94","","-0.78%"
"2009-10-22","75.09","75.08","75.52","75.01","","0.16%"
"2009-10-23","75.47","75.07","75.52","74.95","","0.51%"
"2009-10-26","76.06","75.42","76.12","75.20","","0.78%"
"2009-10-27","76.14","76.08","76.33","75.76","","0.11%"
"2009-10-28","76.42","76.09","76.56","75.99","","0.37%"
"2009-10-29","75.92","76.44","76.58","75.86","","-0.65%"
"2009-10-30","76.30","75.92","76.43","75.83","","0.50%"
"2009-11-2","76.29","76.37","76.41","75.93","","-0.01%"
"2009-11-3","76.39","76.10","76.82","76.07","","0.13%"
"2009-11-4","75.64","76.37","76.40","75.60","","-0.98%"
"2009-11-5","75.74","75.88","75.98","75.51","","0.13%"
"2009-11-6","75.82","75.76","75.97","75.50","","0.11%"
"2009-11-9","75.03","75.59","75.72","74.93","","-1.04%"
"2009-11-10","75.02","75.00","75.27","74.95","","-0.01%"
"2009-11-11","75.16","74.93","75.22","74.77","","0.19%"
"2009-11-12","75.60","75.06","75.77","74.93","","0.59%"
"2009-11-13","75.33","75.57","75.66","75.14","","-0.36%"
"2009-11-16","74.91","75.07","75.31","74.68","","-0.56%"
"2009-11-17","75.37","74.81","75.62","74.78","","0.61%"
"2009-11-18","75.19","75.24","75.33","74.90","","-0.24%"
"2009-11-19","75.29","75.11","75.55","75.09","","0.13%"
"2009-11-20","75.66","75.24","75.88","75.20","","0.49%"
"2009-11-23","75.08","75.58","75.58","74.95","","-0.77%"
"2009-11-24","75.07","75.19","75.45","75.00","","-0.01%"
"2009-11-25","74.27","75.04","75.11","74.23","","-1.07%"
"2009-11-26","74.83","74.32","75.01","74.17","","0.75%"
"2009-11-27","75.00","74.78","75.58","74.75","","0.23%"
"2009-11-30","74.78","74.80","74.96","74.49","","-0.29%"
"2009-12-1","74.36","74.71","75.09","74.27","","-0.56%"
"2009-12-2","74.67","74.41","74.67","74.36","","0.42%"
"2009-12-3","74.63","74.53","74.86","74.33","","-0.05%"
"2009-12-4","75.91","74.78","75.94","74.60","","1.72%"
"2009-12-7","75.77","75.76","76.18","75.45","","-0.18%"
"2009-12-8","76.31","75.75","76.31","75.51","","0.71%"
"2009-12-9","76.04","76.28","76.33","75.83","","-0.35%"
"2009-12-10","76.05","75.98","76.21","75.86","","0.01%"
"2009-12-11","76.57","76.02","76.73","75.90","","0.68%"
"2009-12-14","76.35","76.57","76.58","76.25","","-0.29%"
"2009-12-15","76.96","76.34","77.09","76.33","","0.80%"
"2009-12-16","77.00","76.94","77.04","76.60","","0.05%"
"2009-12-17","77.69","76.95","77.94","76.91","","0.90%"
"2009-12-18","77.82","77.73","78.14","77.38","","0.17%"
"2009-12-21","78.04","77.85","78.14","77.59","","0.28%"
"2009-12-22","78.25","78.04","78.45","77.85","","0.27%"
"2009-12-23","77.90","78.25","78.36","77.74","","-0.45%"
"2009-12-24","77.84","77.89","77.92","77.50","","-0.08%"
"2009-12-25","77.64","77.72","77.80","77.52","","-0.26%"
"2009-12-28","77.63","77.64","77.86","77.54","","-0.01%"
"2009-12-29","77.83","77.70","77.93","77.33","","0.26%"
"2009-12-30","77.91","77.88","78.22","77.80","","0.10%"
"2009-12-31","77.86","77.89","78.02","77.41","","-0.06%"
"2010-1-4","77.53","77.92","78.19","77.26","","-0.42%"
"2010-1-5","77.62","77.37","77.71","77.09","","0.12%"
"2010-1-6","77.49","77.65","78.00","77.36","","-0.17%"
"2010-1-7","77.91","77.37","78.08","77.30","","0.54%"
"2010-1-8","77.47","77.98","78.19","77.35","","-0.56%"
"2010-1-11","77.00","77.21","77.23","76.79","","-0.61%"
"2010-1-12","76.95","77.09","77.31","76.76","","-0.06%"
"2010-1-13","76.85","77.12","77.16","76.60","","-0.13%"
"2010-1-14","76.73","76.79","77.02","76.67","","-0.16%"
"2010-1-15","77.32","76.78","77.41","76.76","","0.77%"
"2010-1-18","77.06","77.36","77.39","77.04","","-0.34%"
"2010-1-19","77.50","76.98","77.69","76.94","","0.57%"
"2010-1-20","78.34","77.58","78.45","77.51","","1.08%"
"2010-1-21","78.32","78.27","78.81","78.13","","-0.03%"
"2010-1-22","78.28","78.39","78.53","78.04","","-0.05%"
"2010-1-25","78.19","78.23","78.34","78.03","","-0.11%"
"2010-1-26","78.43","78.17","78.64","78.08","","0.31%"
"2010-1-27","78.67","78.55","78.85","78.37","","0.31%"
"2010-1-28","78.90","78.66","79.07","78.54","","0.29%"
"2010-1-29","79.46","78.99","79.50","78.85","","0.71%"
"2010-2-1","79.24","79.46","79.53","79.16","","-0.28%"
"2010-2-2","79.01","79.23","79.41","78.97","","-0.29%"
"2010-2-3","79.37","78.98","79.46","78.68","","0.46%"
"2010-2-4","79.92","79.35","80.02","79.34","","0.69%"
"2010-2-5","80.44","79.98","80.68","79.94","","0.65%"
"2010-2-8","80.30","80.35","80.52","80.09","","-0.17%"
"2010-2-9","79.86","80.34","80.43","79.56","","-0.55%"
"2010-2-10","80.03","79.81","80.31","79.66","","0.21%"
"2010-2-11","79.99","79.94","80.50","79.71","","-0.05%"
"2010-2-12","80.32","80.02","80.75","79.99","","0.41%"
"2010-2-15","80.33","80.36","80.52","80.20","","0.01%"
"2010-2-16","79.70","80.39","80.42","79.59","","-0.78%"
"2010-2-17","80.38","79.64","80.53","79.56","","0.85%"
"2010-2-18","80.40","80.45","81.25","80.19","","0.02%"
"2010-2-19","80.64","81.25","81.34","80.51","","0.30%"
"2010-2-22","80.51","80.43","80.67","80.36","","-0.16%"
"2010-2-23","80.85","80.51","80.99","80.09","","0.42%"
"2010-2-24","80.85","80.89","80.94","80.36","","0.00%"
"2010-2-25","80.79","80.78","81.13","80.66","","-0.07%"
"2010-2-26","80.36","80.77","80.85","80.12","","-0.53%"
"2010-3-1","80.66","80.42","81.26","80.29","","0.37%"
"2010-3-2","80.52","80.76","81.29","80.38","","-0.17%"
"2010-3-3","79.98","80.35","80.56","79.82","","-0.67%"
"2010-3-4","80.56","80.05","80.67","79.94","","0.73%"
"2010-3-5","80.43","80.53","80.89","80.40","","-0.16%"
"2010-3-8","80.43","80.42","80.55","80.08","","0.00%"
"2010-3-9","80.59","80.51","80.86","80.41","","0.20%"
"2010-3-10","80.44","80.55","80.86","80.31","","-0.19%"
"2010-3-11","80.32","80.46","80.57","80.24","","-0.15%"
"2010-3-12","79.83","80.27","80.33","79.69","","-0.61%"
"2010-3-15","80.25","79.78","80.41","79.78","","0.53%"
"2010-3-16","79.75","80.22","80.33","79.63","","-0.62%"
"2010-3-17","79.64","79.71","79.83","79.51","","-0.14%"
"2010-3-18","80.22","79.75","80.44","79.73","","0.73%"
"2010-3-19","80.72","80.29","80.89","80.23","","0.62%"
"2010-3-22","80.65","80.85","81.08","80.52","","-0.09%"
"2010-3-23","80.90","80.57","81.03","80.55","","0.31%"
"2010-3-24","81.84","80.94","82.03","80.89","","1.16%"
"2010-3-25","82.12","81.85","82.24","81.60","","0.34%"
"2010-3-26","81.68","82.02","82.05","81.56","","-0.54%"
"2010-3-29","81.36","81.46","81.62","81.16","","-0.39%"
"2010-3-30","81.47","81.25","81.56","81.00","","0.14%"
"2010-3-31","81.07","81.46","81.70","80.89","","-0.49%"
"2010-4-1","80.78","81.04","81.25","80.68","","-0.36%"
"2010-4-2","81.29","80.70","81.32","80.69","","0.63%"
"2010-4-5","81.09","81.19","81.30","80.92","","-0.25%"
"2010-4-6","81.39","81.07","81.64","81.04","","0.37%"
"2010-4-7","81.44","81.32","81.72","81.31","","0.06%"
"2010-4-8","81.53","81.64","81.91","81.45","","0.11%"
"2010-4-9","81.09","81.49","81.58","80.87","","-0.54%"
"2010-4-12","80.56","80.39","80.69","80.08","","-0.65%"
"2010-4-13","80.51","80.55","80.75","80.27","","-0.06%"
"2010-4-14","80.19","80.42","80.49","80.03","","-0.40%"
"2010-4-15","80.48","80.19","80.75","80.15","","0.36%"
"2010-4-16","80.82","80.52","80.91","80.47","","0.42%"
"2010-4-19","81.00","80.96","81.28","80.91","","0.22%"
"2010-4-20","81.05","80.92","81.13","80.76","","0.06%"
"2010-4-21","81.16","81.12","81.33","80.96","","0.14%"
"2010-4-22","81.57","81.23","81.78","81.04","","0.51%"
"2010-4-23","81.35","82.02","82.07","81.32","","-0.27%"
"2010-4-26","81.48","81.47","81.71","81.17","","0.16%"
"2010-4-27","82.15","81.18","82.44","81.17","","0.82%"
"2010-4-28","82.38","82.29","82.71","82.02","","0.28%"
"2010-4-29","82.00","82.27","82.38","81.88","","-0.46%"
"2010-4-30","81.87","81.90","82.09","81.63","","-0.16%"
"2010-5-3","82.27","81.84","82.56","81.83","","0.49%"
"2010-5-4","83.30","82.36","83.53","82.29","","1.25%"
"2010-5-5","84.08","83.45","84.31","83.36","","0.94%"
"2010-5-6","84.89","84.16","85.27","83.92","","0.96%"
"2010-5-7","84.45","84.88","85.14","84.32","","-0.52%"
"2010-5-10","84.16","83.62","84.38","82.91","","-0.34%"
"2010-5-11","84.47","84.39","84.78","84.14","","0.37%"
"2010-5-12","84.83","84.71","84.93","84.20","","0.43%"
"2010-5-13","85.21","84.80","85.46","84.55","","0.45%"
"2010-5-14","86.09","85.36","86.29","85.20","","1.03%"
"2010-5-17","86.20","86.31","87.06","86.05","","0.13%"
"2010-5-18","87.16","86.22","87.38","85.91","","1.11%"
"2010-5-19","86.39","87.26","87.46","86.06","","-0.88%"
"2010-5-20","85.56","86.29","86.80","85.40","","-0.96%"
"2010-5-21","85.37","85.90","85.98","85.13","","-0.22%"
"2010-5-24","86.21","85.76","86.57","85.62","","0.98%"
"2010-5-25","86.78","86.47","87.45","86.33","","0.66%"
"2010-5-26","87.12","86.53","87.39","86.50","","0.39%"
"2010-5-27","86.19","87.30","87.31","86.10","","-1.07%"
"2010-5-28","86.48","86.35","86.80","85.85","","0.34%"
"2010-5-31","86.59","86.73","86.73","86.43","","0.13%"
"2010-6-1","86.64","86.58","87.47","86.16","","0.06%"
"2010-6-2","86.79","86.68","87.18","86.62","","0.17%"
"2010-6-3","87.14","86.82","87.27","86.30","","0.40%"
"2010-6-4","88.23","87.22","88.34","86.90","","1.25%"
"2010-6-7","88.41","88.41","88.71","88.16","","0.20%"
"2010-6-8","88.39","88.45","88.59","87.96","","-0.02%"
"2010-6-9","87.90","88.14","88.39","87.41","","-0.55%"
"2010-6-10","87.17","87.90","88.06","86.95","","-0.83%"
"2010-6-11","87.51","87.10","87.65","86.94","","0.39%"
"2010-6-14","86.51","86.80","87.02","86.18","","-1.14%"
"2010-6-15","85.98","86.71","86.89","85.91","","-0.61%"
"2010-6-16","86.08","86.09","86.39","85.92","","0.12%"
"2010-6-17","85.69","86.15","86.53","85.52","","-0.45%"
"2010-6-18","85.70","85.70","85.77","85.45","","0.01%"
"2010-6-21","85.93","85.25","86.04","85.09","","0.27%"
"2010-6-22","86.11","85.94","86.26","85.75","","0.21%"
"2010-6-23","85.74","86.06","86.42","85.65","","-0.43%"
"2010-6-24","85.73","85.80","86.00","85.41","","-0.01%"
"2010-6-25","85.31","85.73","86.12","85.25","","-0.49%"
"2010-6-28","85.65","85.29","85.79","85.22","","0.40%"
"2010-6-29","86.03","85.71","86.30","85.63","","0.44%"
"2010-6-30","86.02","86.13","86.27","85.60","","-0.01%"
"2010-7-1","84.72","86.10","86.26","84.42","","-1.51%"
"2010-7-2","84.43","84.61","84.77","84.13","","-0.34%"
"2010-7-5","84.61","84.40","84.72","84.39","","0.21%"
"2010-7-6","84.08","84.59","84.83","83.83","","-0.63%"
"2010-7-7","83.82","84.11","84.38","83.75","","-0.31%"
"2010-7-8","83.82","83.96","84.02","83.66","","0.00%"
"2010-7-9","83.95","83.77","84.11","83.62","","0.16%"
"2010-7-12","84.20","83.98","84.45","83.95","","0.30%"
"2010-7-13","83.64","84.23","84.56","83.38","","-0.67%"
"2010-7-14","83.43","83.58","83.70","83.20","","-0.25%"
"2010-7-15","82.56","83.37","83.51","82.28","","-1.04%"
"2010-7-16","82.49","82.42","82.61","82.08","","-0.08%"
"2010-7-19","82.51","82.72","82.81","82.28","","0.02%"
"2010-7-20","82.75","82.61","83.07","82.18","","0.29%"
"2010-7-21","83.39","82.71","83.45","82.56","","0.77%"
"2010-7-22","82.59","83.25","83.36","82.46","","-0.96%"
"2010-7-23","82.46","82.58","83.03","82.21","","-0.16%"
"2010-7-26","82.09","82.62","82.63","81.99","","-0.45%"
"2010-7-27","82.19","82.05","82.38","81.82","","0.12%"
"2010-7-28","82.18","82.16","82.29","81.94","","-0.01%"
"2010-7-29","81.64","82.10","82.16","81.49","","-0.66%"
"2010-7-30","81.54","81.61","81.98","81.46","","-0.12%"
"2010-8-2","80.94","81.50","81.55","80.79","","-0.74%"
"2010-8-3","80.60","80.91","81.04","80.47","","-0.42%"
"2010-8-4","80.89","80.62","81.11","80.51","","0.36%"
"2010-8-5","80.83","80.97","81.13","80.53","","-0.07%"
"2010-8-6","80.41","80.78","80.94","80.08","","-0.52%"
"2010-8-9","80.71","80.32","80.74","80.27","","0.37%"
"2010-8-10","80.80","80.74","81.53","80.64","","0.11%"
"2010-8-11","82.29","80.89","82.53","80.86","","1.84%"
"2010-8-12","82.64","82.46","82.79","82.11","","0.43%"
"2010-8-13","82.95","82.58","82.96","82.18","","0.38%"
"2010-8-16","82.53","82.90","83.02","82.24","","-0.51%"
"2010-8-17","82.23","82.43","82.52","82.01","","-0.36%"
"2010-8-18","82.22","82.26","82.51","81.91","","-0.01%"
"2010-8-19","82.45","82.31","82.72","82.00","","0.28%"
"2010-8-20","83.06","82.53","83.30","82.42","","0.74%"
"2010-8-23","83.12","83.07","83.28","82.84","","0.07%"
"2010-8-24","83.15","83.33","83.56","82.86","","0.04%"
"2010-8-25","83.26","83.33","83.52","82.94","","0.13%"
"2010-8-26","82.93","83.18","83.26","82.62","","-0.40%"
"2010-8-27","82.92","82.94","83.17","82.66","","-0.01%"
"2010-8-30","83.16","82.81","83.20","82.75","","0.29%"
"2010-8-31","83.20","83.17","83.34","82.88","","0.05%"
"2010-9-1","82.52","83.09","83.22","82.19","","-0.82%"
"2010-9-2","82.46","82.48","82.60","82.29","","-0.07%"
"2010-9-3","82.10","82.39","82.53","81.99","","-0.44%"
"2010-9-6","82.04","82.04","82.14","81.88","","-0.07%"
"2010-9-7","82.82","82.12","82.92","82.12","","0.95%"
"2010-9-8","82.58","82.91","82.92","82.38","","-0.29%"
"2010-9-9","82.67","82.55","82.83","82.34","","0.11%"
"2010-9-10","82.70","82.72","82.99","82.44","","0.04%"
"2010-9-13","81.91","82.47","82.48","81.76","","-0.96%"
"2010-9-14","81.08","81.91","82.03","81.00","","-1.01%"
"2010-9-15","81.49","81.21","81.77","81.09","","0.51%"
"2010-9-16","81.24","81.47","81.60","81.07","","-0.31%"
"2010-9-17","81.40","81.27","81.52","80.86","","0.20%"
"2010-9-20","81.33","81.41","81.50","81.05","","-0.09%"
"2010-9-21","80.44","81.31","81.32","80.27","","-1.09%"
"2010-9-22","79.83","80.40","80.41","79.56","","-0.76%"
"2010-9-23","80.01","79.83","80.18","79.72","","0.23%"
"2010-9-24","79.39","80.12","80.26","79.25","","-0.77%"
"2010-9-27","79.34","79.33","79.58","79.19","","-0.06%"
"2010-9-28","79.01","79.56","79.82","78.86","","-0.42%"
"2010-9-29","78.69","78.91","79.00","78.62","","-0.41%"
"2010-9-30","78.72","78.79","79.02","78.41","","0.04%"
"2010-10-1","78.09","78.80","78.83","78.03","","-0.80%"
"2010-10-4","78.45","78.12","78.52","78.08","","0.46%"
"2010-10-5","77.75","78.52","78.69","77.70","","-0.89%"
"2010-10-6","77.39","77.82","77.92","77.30","","-0.46%"
"2010-10-7","77.39","77.49","77.68","76.91","","0.00%"
"2010-10-8","77.33","77.45","77.76","77.14","","-0.08%"
"2010-10-11","77.44","77.18","77.56","76.97","","0.14%"
"2010-10-12","77.36","77.53","77.93","77.25","","-0.10%"
"2010-10-13","77.07","77.34","77.35","76.97","","-0.37%"
"2010-10-14","76.65","77.02","77.03","76.26","","-0.54%"
"2010-10-15","77.04","76.64","77.13","76.14","","0.51%"
"2010-10-18","76.93","77.03","77.64","76.82","","-0.14%"
"2010-10-19","78.18","77.11","78.31","76.92","","1.62%"
"2010-10-20","77.17","78.23","78.36","77.06","","-1.29%"
"2010-10-21","77.42","77.16","77.61","76.84","","0.32%"
"2010-10-22","77.47","77.48","77.75","77.21","","0.06%"
"2010-10-25","77.10","77.28","77.36","76.71","","-0.48%"
"2010-10-26","77.71","77.36","77.82","77.04","","0.79%"
"2010-10-27","78.15","77.62","78.27","77.56","","0.57%"
"2010-10-28","77.31","78.04","78.04","77.17","","-1.07%"
"2010-10-29","77.27","77.27","77.76","77.03","","-0.05%"
"2010-11-1","77.30","76.97","77.42","76.77","","0.04%"
"2010-11-2","76.72","77.20","77.31","76.64","","-0.75%"
"2010-11-3","76.48","76.70","76.98","76.22","","-0.31%"
"2010-11-4","75.88","76.38","76.50","75.63","","-0.78%"
"2010-11-5","76.55","75.87","76.64","75.82","","0.88%"
"2010-11-8","77.03","76.55","77.16","76.38","","0.63%"
"2010-11-9","77.44","77.28","77.87","76.71","","0.53%"
"2010-11-10","77.63","77.69","78.17","77.49","","0.25%"
"2010-11-11","78.22","77.63","78.29","77.44","","0.76%"
"2010-11-12","78.08","78.23","78.48","77.70","","-0.18%"
"2010-11-15","78.52","78.13","78.71","77.88","","0.56%"
"2010-11-16","79.21","78.71","79.46","78.30","","0.88%"
"2010-11-17","79.08","79.29","79.37","78.86","","-0.16%"
"2010-11-18","78.62","78.96","79.01","78.43","","-0.58%"
"2010-11-19","78.50","78.51","78.72","78.16","","-0.15%"
"2010-11-22","78.68","78.31","78.88","77.97","","0.23%"
"2010-11-23","79.68","78.70","79.74","78.68","","1.27%"
"2010-11-24","79.87","79.66","80.00","79.39","","0.24%"
"2010-11-25","79.87","79.74","80.00","79.56","","0.00%"
"2010-11-26","80.36","79.77","80.52","79.73","","0.61%"
"2010-11-29","80.83","80.20","81.14","80.05","","0.58%"
"2010-11-30","81.19","80.84","81.44","80.67","","0.45%"
"2010-12-1","80.71","81.26","81.36","80.50","","-0.59%"
"2010-12-2","80.30","80.79","81.02","80.06","","-0.51%"
"2010-12-3","79.38","80.22","80.32","79.06","","-1.15%"
"2010-12-6","79.57","79.27","79.97","79.17","","0.24%"
"2010-12-7","79.86","79.68","80.01","79.20","","0.36%"
"2010-12-8","80.00","79.94","80.41","79.89","","0.18%"
"2010-12-9","80.07","80.04","80.40","79.68","","0.09%"
"2010-12-10","80.07","80.07","80.30","79.82","","0.00%"
"2010-12-13","79.28","80.18","80.31","79.10","","-0.99%"
"2010-12-14","79.37","79.36","79.53","78.82","","0.11%"
"2010-12-15","80.26","79.56","80.28","79.46","","1.12%"
"2010-12-16","80.18","80.21","80.39","79.98","","-0.10%"
"2010-12-17","80.37","80.06","80.62","79.55","","0.24%"
"2010-12-20","80.63","80.42","80.72","80.31","","0.32%"
"2010-12-21","80.72","80.62","80.82","80.24","","0.11%"
"2010-12-22","80.73","80.71","80.78","80.28","","0.01%"
"2010-12-23","80.50","80.58","80.83","80.34","","-0.28%"
"2010-12-24","80.50","80.49","80.58","80.33","","0.00%"
"2010-12-27","80.37","80.66","80.66","80.21","","-0.16%"
"2010-12-28","80.36","80.10","80.45","79.60","","-0.01%"
"2010-12-29","79.80","80.41","80.51","79.70","","-0.70%"
"2010-12-30","79.52","79.72","79.77","79.43","","-0.35%"
"2010-12-31","79.03","79.46","79.52","78.78","","-0.62%"
"2011-1-3","79.13","79.14","79.53","78.99","","0.13%"
"2011-1-4","79.44","79.09","79.51","78.89","","0.39%"
"2011-1-5","80.26","79.40","80.35","79.34","","1.03%"
"2011-1-6","80.79","80.19","80.94","80.15","","0.66%"
"2011-1-7","81.01","80.87","81.14","80.69","","0.27%"
"2011-1-10","80.88","81.16","81.31","80.81","","-0.16%"
"2011-1-11","80.85","80.88","81.15","80.74","","-0.04%"
"2011-1-12","80.03","80.75","80.85","79.99","","-1.01%"
"2011-1-13","79.19","80.11","80.24","78.99","","-1.05%"
"2011-1-14","79.16","79.20","79.41","78.81","","-0.04%"
"2011-1-17","79.34","79.06","79.60","79.06","","0.23%"
"2011-1-18","78.96","79.40","79.50","78.64","","-0.48%"
"2011-1-19","78.64","78.95","79.02","78.30","","-0.41%"
"2011-1-20","78.82","78.73","79.17","78.44","","0.23%"
"2011-1-21","78.21","78.89","78.91","78.10","","-0.77%"
"2011-1-24","78.05","78.08","78.51","77.81","","-0.20%"
"2011-1-25","78.00","78.05","78.41","77.82","","-0.06%"
"2011-1-26","77.90","77.97","78.06","77.69","","-0.13%"
"2011-1-27","77.73","77.77","78.15","77.59","","-0.22%"
"2011-1-28","78.13","77.78","78.28","77.61","","0.51%"
"2011-1-31","77.73","78.11","78.33","77.54","","-0.51%"
"2011-2-1","77.07","77.61","77.67","76.94","","-0.85%"
"2011-2-2","77.16","77.01","77.31","76.88","","0.12%"
"2011-2-3","77.75","77.08","77.89","77.02","","0.76%"
"2011-2-4","78.04","77.80","78.22","77.56","","0.37%"
"2011-2-7","78.03","78.14","78.35","77.85","","-0.01%"
"2011-2-8","78.00","78.05","78.11","77.63","","-0.04%"
"2011-2-9","77.64","78.02","78.09","77.50","","-0.46%"
"2011-2-10","78.25","77.64","78.34","77.61","","0.79%"
"2011-2-11","78.46","78.22","78.70","78.12","","0.27%"
"2011-2-14","78.61","78.60","78.87","78.28","","0.19%"
"2011-2-15","78.57","78.61","78.74","78.30","","-0.05%"
"2011-2-16","78.22","78.52","78.79","78.16","","-0.45%"
